Sample Name,Date and Time Acquired,Dilution Factor,Data File Name,Batch Name,Data Path,Operator,Instrument Name,Misc. Info or Comment,Sample Weight or Volume,Final Weight or Volume,Dilution Multiplier,Tune Step,Analyte,Element Full Name,Mass,ISTD Ref Mass,Concentration,Conc RSD,Min Conc,CPS Mean,CPS Rep1,CPS Rep2,CPS Rep3,Conc Rep1,Conc Rep2,Conc Rep3,CPS RSD,Units
ECO 11977/17,6/6/2022 下午 2:28:32,1,109SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-32,1.0,1.0,1,1,Hg,mercury,201,209,-0.004,,0.000,3.33,6.67,3.33,0.00,0.005,-0.003,-0.014,100.1,ug/L
ECO 11977/17,6/6/2022 下午 2:28:32,1,109SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-32,1.0,1.0,1,1,[Hg],mercury,202,VIS,-0.001,,0.000,8.89,3.33,20.00,3.33,-0.013,0.011,-0.012,108.3,
ECO 11977/17,6/6/2022 下午 2:28:32,1,109SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-32,1.0,1.0,1,1,Pb,lead,208,209,-0.109,,0.000,357.80,386.69,350.02,336.69,-0.398,-0.388,-0.380,7.2,ug/L
ECO 11977/17,6/6/2022 下午 2:28:32,1,109SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-32,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,439356.09,512718.27,423879.63,381470.36,,,,15.2,
ECO 11977/17,6/6/2022 下午 2:28:32,1,109SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-32,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,16036.57,16039.86,16256.83,15813.01,,,,1.4,
ECO 11977/17,6/6/2022 下午 2:28:32,1,109SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-32,1.0,1.0,1,2,Se,selenium,78,72,-0.165,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.0,ug/L
ECO 11977/17,6/6/2022 下午 2:28:32,1,109SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-32,1.0,1.0,1,2,In,indium,115,,,,0.000,241418.63,240687.05,242487.43,241081.40,,,,0.4,
ECO 11977/17,6/6/2022 下午 2:28:32,1,109SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-32,1.0,1.0,1,2,Sn,tin,118,115,0.015,127.0,0.000,200.01,210.01,186.68,203.34,-0.353,-0.390,-0.364,6.0,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,8466.22,8516.24,8399.55,8482.87,,,,0.7,
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Cr,chromium,52,72,0.462,28.3,0.000,662.26,680.04,726.71,580.04,0.142,0.258,-0.002,11.3,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Mn,manganese,55,45,4.878,3.8,0.000,1443.46,1433.47,1413.45,1483.47,5.760,5.758,6.084,2.5,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Co,cobalt,59,45,0.019,71.1,0.000,33.34,26.67,46.67,26.67,-0.018,0.005,-0.018,34.6,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Ni,nickel,60,45,0.055,12.6,0.000,512.25,513.36,510.03,513.37,-5.621,-5.607,-5.613,0.4,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Cu,copper,63,72,1.231,3.8,0.000,2136.90,2146.90,2196.91,2066.90,1.391,1.484,1.419,3.1,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,8236.15,8409.56,8292.87,8006.01,,,,2.5,
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,As,arsenic,75,72,-0.096,,0.000,6.66,13.33,3.33,3.33,0.060,-0.059,-0.057,86.6,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Cd,cadmium,111,115,0.034,35.8,0.000,7.78,6.67,10.00,6.67,0.000,0.020,-0.001,24.7,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,In,indium,115,,,,0.000,77021.48,76759.12,75940.77,78364.54,,,,1.6,
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Sb,antimony,121,115,1.088,16.9,0.000,641.15,710.05,556.70,656.71,1.260,0.894,1.094,12.1,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Ba,barium,137,115,1.087,19.0,0.000,251.12,223.34,270.01,260.01,1.410,1.818,1.668,9.8,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,[Hg],mercury,200,VIS,-0.003,,0.000,6.67,0.00,13.33,6.67,-0.030,0.008,-0.011,100.0,
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Hg,mercury,201,209,-0.002,,0.000,2.22,6.67,0.00,0.00,0.022,-0.014,-0.014,173.2,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,[Hg],mercury,202,VIS,0.001,928.0,0.000,6.67,10.00,6.67,3.33,0.005,-0.002,-0.010,50.0,
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Pb,lead,208,209,-0.036,,0.000,361.13,330.02,433.36,320.02,-0.333,-0.280,-0.337,17.4,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,268650.18,269274.00,269002.48,267674.05,,,,0.3,
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,15270.17,15178.98,15322.46,15309.07,,,,0.5,
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,2,Se,selenium,78,72,-0.165,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.0,ug/L
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,2,In,indium,115,,,,0.000,237183.92,235580.88,240119.40,235851.48,,,,1.1,
ECO 11977/18,6/6/2022 下午 2:30:00,1,110SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-33,1.0,1.0,1,2,Sn,tin,118,115,-0.093,,0.000,125.56,113.34,146.67,116.67,-0.494,-0.447,-0.489,14.6,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,8313.93,8072.69,8906.53,7962.58,,,,6.2,
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Cr,chromium,52,72,0.466,41.9,0.000,673.37,770.05,660.04,590.03,0.329,0.144,-0.061,13.5,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Mn,manganese,55,45,0.475,20.7,0.000,676.71,646.71,716.71,666.71,1.399,1.416,1.578,5.3,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Co,cobalt,59,45,0.030,38.1,0.000,42.22,46.67,33.33,46.67,0.007,-0.012,0.008,18.2,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Ni,nickel,60,45,0.058,76.6,0.000,503.36,490.03,526.70,493.36,-5.607,-5.657,-5.567,4.0,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Cu,copper,63,72,0.572,15.3,0.000,1594.59,1663.49,1576.81,1543.46,0.844,0.798,0.675,3.9,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,8363.97,8392.85,8152.72,8546.33,,,,2.4,
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,As,arsenic,75,72,-0.042,,0.000,11.11,6.67,16.67,10.00,-0.020,0.106,0.018,45.8,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Cd,cadmium,111,115,-0.013,,0.000,0.00,0.00,0.00,0.00,-0.040,-0.040,-0.040,0.0,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,In,indium,115,,,,0.000,77088.31,77593.36,76630.94,77040.64,,,,0.6,
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Sb,antimony,121,115,6.044,5.8,0.000,2642.60,2760.39,2687.06,2480.34,6.287,6.189,5.641,5.5,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Ba,barium,137,115,1.586,6.4,0.000,312.24,300.02,316.68,320.02,2.014,2.182,2.195,3.4,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,[Hg],mercury,200,VIS,-0.016,,0.000,2.22,3.33,0.00,3.33,-0.021,-0.030,-0.021,86.6,
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Hg,mercury,201,209,-0.008,,0.000,1.11,3.33,0.00,0.00,0.002,-0.014,-0.014,173.2,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,[Hg],mercury,202,VIS,-0.001,,0.000,6.67,6.67,13.33,0.00,-0.004,0.009,-0.017,100.0,
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Pb,lead,208,209,-0.063,,0.000,347.80,340.02,330.02,373.35,-0.351,-0.352,-0.328,6.5,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,302935.56,309900.42,302476.88,296429.37,,,,2.2,
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,15611.64,15666.21,15626.15,15542.57,,,,0.4,
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,2,Se,selenium,78,72,-0.084,,0.000,1.11,3.33,0.00,0.00,0.244,0.000,0.000,173.2,ug/L
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,2,In,indium,115,,,,0.000,240224.15,240832.09,239555.86,240284.51,,,,0.3,
ECO 11999/6,6/6/2022 下午 2:31:27,1,111SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-34,1.0,1.0,1,2,Sn,tin,118,115,0.007,872.4,0.000,193.34,173.34,236.68,170.01,-0.408,-0.312,-0.412,19.4,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,8447.33,8536.29,8332.77,8472.93,,,,1.2,
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Cr,chromium,52,72,0.817,12.8,0.000,857.84,873.40,903.40,796.72,0.505,0.583,0.377,6.4,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Mn,manganese,55,45,6.922,6.7,0.000,1789.07,1843.53,1820.19,1703.50,8.116,8.238,7.378,4.2,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Co,cobalt,59,45,0.057,56.5,0.000,67.78,50.00,100.01,53.34,0.008,0.066,0.012,41.2,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Ni,nickel,60,45,0.026,189.9,0.000,503.36,503.36,486.69,520.03,-5.662,-5.680,-5.586,3.3,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Cu,copper,63,72,0.765,10.6,0.000,1790.19,1753.51,1870.20,1746.85,0.907,1.058,0.930,3.9,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,8490.74,8563.02,8479.62,8429.59,,,,0.8,
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,As,arsenic,75,72,-0.005,,0.000,14.45,0.00,26.67,16.67,-0.099,0.216,0.099,93.3,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Cd,cadmium,111,115,0.001,1744.4,0.000,2.22,3.33,3.33,0.00,-0.021,-0.020,-0.040,86.6,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,In,indium,115,,,,0.000,76598.67,77720.39,75974.20,76101.42,,,,1.3,
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Sb,antimony,121,115,6.125,5.5,0.000,2657.04,2543.67,2747.06,2680.38,5.743,6.398,6.219,3.9,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Ba,barium,137,115,2.372,5.4,0.000,405.57,393.35,410.02,413.35,2.768,2.980,3.002,2.6,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,[Hg],mercury,200,VIS,-0.004,,0.000,7.78,16.67,3.33,3.33,0.008,-0.022,-0.022,99.0,
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Hg,mercury,201,209,-0.009,,0.000,1.11,0.00,3.33,0.00,-0.014,0.001,-0.014,173.2,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,[Hg],mercury,202,VIS,-0.008,,0.000,3.33,6.67,3.33,0.00,-0.005,-0.011,-0.017,100.1,
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Pb,lead,208,209,0.053,19.2,0.000,652.27,683.38,620.04,653.38,-0.223,-0.239,-0.219,4.9,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,327543.97,338341.95,325074.67,319215.28,,,,3.0,
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,15673.96,15802.99,15716.17,15502.73,,,,1.0,
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,2,Se,selenium,78,72,-0.084,,0.000,1.11,0.00,3.33,0.00,0.000,0.243,0.000,173.2,ug/L
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,2,In,indium,115,,,,0.000,239853.01,238442.41,239975.71,241140.90,,,,0.6,
ECO 11999/7,6/6/2022 下午 2:32:58,1,112SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-35,1.0,1.0,1,2,Sn,tin,118,115,0.083,66.5,0.000,244.46,206.68,243.34,283.35,-0.355,-0.302,-0.244,15.7,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,8307.22,8546.28,8299.46,8075.93,,,,2.8,
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Cr,chromium,52,72,0.250,24.3,0.000,558.92,543.36,590.03,543.36,-0.109,-0.009,-0.119,4.8,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Mn,manganese,55,45,0.092,75.2,0.000,612.26,643.37,603.37,590.04,1.160,1.032,1.050,4.5,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Co,cobalt,59,45,0.017,40.5,0.000,31.11,26.67,30.00,36.67,-0.018,-0.013,-0.005,16.4,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Ni,nickel,60,45,-0.132,,0.000,454.47,520.03,453.36,390.02,-5.603,-5.799,-5.999,14.3,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Cu,copper,63,72,1.651,11.0,0.000,2493.66,2366.96,2426.98,2687.03,1.710,1.785,2.057,6.8,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,8222.75,8202.73,8189.39,8276.13,,,,0.6,
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,As,arsenic,75,72,-0.068,,0.000,8.89,10.00,13.33,3.33,0.023,0.064,-0.059,57.3,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Cd,cadmium,111,115,-0.013,,0.000,0.00,0.00,0.00,0.00,-0.040,-0.040,-0.040,0.0,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,In,indium,115,,,,0.000,76498.82,76983.62,75036.05,77476.78,,,,1.7,
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Sb,antimony,121,115,2.460,5.0,0.000,1185.66,1190.10,1213.44,1153.43,2.446,2.582,2.337,2.6,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Ba,barium,137,115,0.505,34.3,0.000,178.90,160.01,173.34,203.34,0.885,1.032,1.230,12.4,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,[Hg],mercury,200,VIS,-0.019,,0.000,1.11,0.00,0.00,3.33,-0.030,-0.030,-0.021,173.2,
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Hg,mercury,201,209,-0.009,,0.000,1.11,3.33,0.00,0.00,0.001,-0.014,-0.014,173.2,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,[Hg],mercury,202,VIS,-0.003,,0.000,5.56,6.67,3.33,6.67,-0.005,-0.010,-0.004,34.7,
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Pb,lead,208,209,-0.086,,0.000,307.79,306.68,276.68,340.02,-0.371,-0.379,-0.349,10.3,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,312825.55,321764.94,309976.88,306734.82,,,,2.5,
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,15794.10,15532.71,15939.78,15909.80,,,,1.4,
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,2,Se,selenium,78,72,-0.083,,0.000,1.11,3.33,0.00,0.00,0.246,0.000,0.000,173.2,ug/L
ECO 11999/8,6/6/2022 下午 2:34:26,1,113SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-10-36,1.0,1.0,1,2,In,indium,115,,,,0.000,238392.64,237957.76,238303.63,238916.53,,,,0.2,
