Solution Label      	Type	Element             	Flags   	Soln Conc 	Units   	Corr Con  	Units   	Int     	Date    	Time    	NumReps	各次浓度		
test1               	样品	Hg 184.887          	        	0.00439157	mg/L    	0.00439157	mg/L    	 4.47152	2018/11/21 星期三	16:27:18	      3	0.00130492	0.00367141	0.00819836
test1               	样品	Hg 194.164(ref)     	uv      	0.00203521	mg/L    	0.00203521	mg/L    	 2.55958	2018/11/21 星期三	16:27:18	      3	0.00798163	-0.00231303	0.000437053
test1               	样品	Hg 253.652(ref)     	        	 0.0109128	mg/L    	 0.0109128	mg/L    	   19.24	2018/11/21 星期三	16:27:18	      3	0.00609626	0.00760596	0.0190362
test1               	样品	Ni 231.604          	uv      	-0.0028781	mg/L    	-0.0028781	mg/L    	-1.19506	2018/11/21 星期三	16:27:18	      3	-0.00528601	-0.0019274	-0.00142088
test1               	样品	Ni 216.555(ref)     	uv      	-0.00314475	mg/L    	-0.00314475	mg/L    	  -1.207	2018/11/21 星期三	16:27:18	      3	-0.00522549	-0.00104547	-0.00316329
test1               	样品	Ni 221.648(ref)     	uv      	-0.0916134	mg/L    	-0.0916134	mg/L    	-81.2898	2018/11/21 星期三	16:27:18	      3	-0.0885269	-0.090711	-0.0956021
test1               	样品	Pb 220.353          	        	    12.233	mg/L    	    12.233	mg/L    	 19625.8	2018/11/21 星期三	16:27:18	      3	   31.4	2.45701	2.84204
test1               	样品	Pb 217.000(ref)     	uv      	 0.0135865	mg/L    	 0.0135865	mg/L    	0.745351	2018/11/21 星期三	16:27:18	      3	0.04659	-0.00884101	0.00301042
test1               	样品	Pb 261.417(ref)     	        	   57.9982	mg/L    	   57.9982	mg/L    	 40577.4	2018/11/21 星期三	16:27:18	      3	32.1783	136.966	4.85054
test1               	样品	Pb 283.305(ref)     	uv      	   18.0034	mg/L    	   18.0034	mg/L    	 25560.3	2018/11/21 星期三	16:27:18	      3	-5.31659	48.1838	11.1431
test1               	样品	Pb 405.781(ref)     	        	 0.0232503	mg/L    	 0.0232503	mg/L    	-44.3721	2018/11/21 星期三	16:27:18	      3	0.0340809	0.0138662	0.021804
test1               	样品	Sb 206.834          	uv      	0.00969133	mg/L    	0.00969133	mg/L    	 2.07094	2018/11/21 星期三	16:27:18	      3	-0.000253792	-0.00477755	0.0341053
test1               	样品	Sb 217.582(ref)     	uv      	0.00331688	mg/L    	0.00331688	mg/L    	  5.4262	2018/11/21 星期三	16:27:18	      3	-0.0127951	0.0115784	0.0111674
test1               	样品	Sb 231.146(ref)     	uv      	0.00133339	mg/L    	0.00133339	mg/L    	 13.6262	2018/11/21 星期三	16:27:18	      3	0.00391329	0.00685437	-0.00676749
test1               	样品	Sn 189.925          	uv      	-0.00792703	mg/L    	-0.00792703	mg/L    	0.937508	2018/11/21 星期三	16:27:18	      3	-0.0155192	-0.0143543	0.00609241
test1               	样品	Sn 235.485(ref)     	uv      	-0.0688774	mg/L    	-0.0688774	mg/L    	 2.34432	2018/11/21 星期三	16:27:18	      3	-0.0750434	-0.0630731	-0.0685156
test1               	样品	Sn 283.998(ref)     	uv      	-0.0104756	mg/L    	-0.0104756	mg/L    	-19.1712	2018/11/21 星期三	16:27:18	      3	-0.00761921	-0.0158226	-0.00798487
test1               	样品	Y 324.228(ref)      	        	         0	g/mL    	         0	g/mL    	 34.2503	2018/11/21 星期三	16:27:18	      3	0.00079794	0.000431092	0.000906378
test1               	样品	Y 360.074(ref)      	        	         0	g/mL    	         0	g/mL    	 88.7506	2018/11/21 星期三	16:27:18	      3	0.000377504	0.000327911	0.000632783
test1               	样品	Y 371.029(ref)      	        	         0	g/mL    	         0	g/mL    	-10.1445	2018/11/21 星期三	16:27:18	      3	-8.28512E-5	-0.000141871	-2.4251E-5
blk                 	样品	Zr 343.823          	uv      	-0.00515195	mg/L    	-0.00515195	mg/L    	 58.3208	2018/11/21 星期三	16:30:05	      3	-0.00484982	-0.0053949	-0.00521115
blk                 	样品	Zr 339.198(ref)     	uv      	-0.00304975	mg/L    	-0.00304975	mg/L    	 16.9453	2018/11/21 星期三	16:30:05	      3	-0.00301759	-0.00283067	-0.003301
blk                 	样品	Zr 267.865(ref)     	uv      	-0.00438696	mg/L    	-0.00438696	mg/L    	 16.8167	2018/11/21 星期三	16:30:05	      3	-0.00415619	-0.00403964	-0.00496506
blk                 	样品	Sr 421.552(ref)     	        	  0.005048	mg/L    	  0.005048	mg/L    	 10441.8	2018/11/21 星期三	16:30:05	      3	0.00790673	0.00337602	0.00386125
blk                 	样品	Sr 460.733          	        	0.00589333	mg/L    	0.00589333	mg/L    	 629.507	2018/11/21 星期三	16:30:05	      3	0.00748998	0.00486707	0.00532294
blk                 	样品	Sr 338.071(ref)     	        	0.00359147	mg/L    	0.00359147	mg/L    	 30.2198	2018/11/21 星期三	16:30:05	      3	0.00319061	0.00226151	0.00532228
blk                 	样品	Na 589.592          	unca    	    未校正	mg/L    	    未校正	mg/L    	 27250.5	2018/11/21 星期三	16:30:05	      3	-0.169252	-0.166554	-0.166366
blk                 	样品	Na 568.821(ref)     	unca    	    未校正	mg/L    	    未校正	mg/L    	 163.648	2018/11/21 星期三	16:30:05	      3	-0.131624	-0.306506	-0.245289
blk                 	样品	Na 330.237(ref)     	unca    	    未校正	mg/L    	    未校正	mg/L    	 20.9446	2018/11/21 星期三	16:30:05	      3	-0.530925	-0.494458	-0.203466
blk                 	样品	Mo 202.032          	uv      	-0.00901863	mg/L    	-0.00901863	mg/L    	 6.67201	2018/11/21 星期三	16:30:05	      3	-0.00950437	-0.00726372	-0.0102878
blk                 	样品	Mo 204.598(ref)     	uv      	-0.0091537	mg/L    	-0.0091537	mg/L    	 2.15675	2018/11/21 星期三	16:30:05	      3	-0.00949744	-0.0108423	-0.00712141
blk                 	样品	Mo 281.615(ref)     	uv      	-0.00871117	mg/L    	-0.00871117	mg/L    	  27.597	2018/11/21 星期三	16:30:05	      3	-0.00871865	-0.00848064	-0.0089342
blk                 	样品	B 249.772           	uv      	-0.0137693	mg/L    	-0.0137693	mg/L    	 159.136	2018/11/21 星期三	16:30:05	      3	-0.0139214	-0.0139221	-0.0134643
blk                 	样品	B 249.678(ref)      	uv      	-0.0145409	mg/L    	-0.0145409	mg/L    	  89.867	2018/11/21 星期三	16:30:05	      3	-0.0153756	-0.0152393	-0.0130079
blk                 	样品	B 182.577(ref)      	uv      	-0.0118469	mg/L    	-0.0118469	mg/L    	 5.74527	2018/11/21 星期三	16:30:05	      3	-0.0126356	-0.0128583	-0.0100467
blk                 	样品	Al 396.152(ref)     	uv      	-0.0198186	mg/L    	-0.0198186	mg/L    	 103.607	2018/11/21 星期三	16:30:05	      3	-0.0193982	-0.0196707	-0.020387
blk                 	样品	Al 236.705          	uv      	-0.0291104	mg/L    	-0.0291104	mg/L    	 8.88367	2018/11/21 星期三	16:30:05	      3	-0.0272857	-0.0363648	-0.0236807
blk                 	样品	Al 237.312(ref)     	uv      	-0.0180275	mg/L    	-0.0180275	mg/L    	 18.6024	2018/11/21 星期三	16:30:05	      3	-0.0168086	-0.0146626	-0.0226113
blk                 	样品	Cu 327.395          	uv      	-0.0050735	mg/L    	-0.0050735	mg/L    	 121.946	2018/11/21 星期三	16:30:05	      3	-0.00564777	-0.00419214	-0.0053806
blk                 	样品	Fe 238.204          	uv      	 -0.191223	mg/L    	 -0.191223	mg/L    	 28.3604	2018/11/21 星期三	16:30:05	      3	-0.191692	-0.190079	-0.191897
blk                 	样品	Cu 213.598(ref)     	uv      	-0.00269964	mg/L    	-0.00269964	mg/L    	  12.983	2018/11/21 星期三	16:30:05	      3	-0.00164828	-0.00238466	-0.00406596
blk                 	样品	Cu 324.754(ref)     	uv      	-0.00641044	mg/L    	-0.00641044	mg/L    	 255.592	2018/11/21 星期三	16:30:05	      3	-0.00578805	-0.00622392	-0.00721933
blk                 	样品	Co 228.615          	uv      	0.000231405	mg/L    	0.000231405	mg/L    	 1.56553	2018/11/21 星期三	16:30:05	      3	8.55104E-5	-0.000408878	0.00101758
blk                 	样品	Co 230.786(ref)     	        	0.000803642	mg/L    	0.000803642	mg/L    	-0.124451	2018/11/21 星期三	16:30:05	      3	1.47704E-5	0.00158858	0.000807572
blk                 	样品	Co 237.863(ref)     	uv      	-0.0013748	mg/L    	-0.0013748	mg/L    	 3.04889	2018/11/21 星期三	16:30:05	      3	-0.00318377	-0.000226	-0.000714633
blk                 	样品	Co 238.892(ref)     	        	0.00134797	mg/L    	0.00134797	mg/L    	 9.07831	2018/11/21 星期三	16:30:05	      3	0.00235493	0.00123276	0.000456212
blk                 	样品	Ba 230.424          	uv      	-0.00224603	mg/L    	-0.00224603	mg/L    	  44.262	2018/11/21 星期三	16:30:05	      3	-0.00187233	-0.00164874	-0.00321701
blk                 	样品	Ba 233.527(ref)     	uv      	-0.0020108	mg/L    	-0.0020108	mg/L    	 89.6767	2018/11/21 星期三	16:30:05	      3	-0.00142211	-0.00187746	-0.00273283
blk                 	样品	Ba 455.403(ref)     	uv      	-0.00292175	mg/L    	-0.00292175	mg/L    	 1673.95	2018/11/21 星期三	16:30:05	      3	-0.00260837	-0.00245757	-0.0036993
blk                 	样品	Ba 493.408(ref)     	uv      	-0.00260269	mg/L    	-0.00260269	mg/L    	 1650.39	2018/11/21 星期三	16:30:05	      3	-0.00227527	-0.00214945	-0.00338335
blk                 	样品	Ba 614.171(ref)     	uv      	-0.00319872	mg/L    	-0.00319872	mg/L    	 1532.35	2018/11/21 星期三	16:30:05	      3	-0.00288561	-0.00275164	-0.00395892
blk                 	样品	Se 196.026          	uv      	-0.0133582	mg/L    	-0.0133582	mg/L    	0.645014	2018/11/21 星期三	16:30:05	      3	-0.0324779	-0.00539578	-0.00220106
blk                 	样品	Se 203.985(ref)     	uv      	 -0.052073	mg/L    	 -0.052073	mg/L    	-5.45911	2018/11/21 星期三	16:30:05	      3	-0.0711488	-0.0365877	-0.0484823
blk                 	样品	As 188.980          	uv      	-0.0169717	mg/L    	-0.0169717	mg/L    	-1.20616	2018/11/21 星期三	16:30:05	      3	-0.0081038	-0.0213666	-0.0214446
blk                 	样品	As 193.696(ref)     	uv      	-0.0058217	mg/L    	-0.0058217	mg/L    	 6.93021	2018/11/21 星期三	16:30:05	      3	-0.00246878	0.0024692	-0.0174655
blk                 	样品	As 197.198(ref)     	uv      	-0.00753712	mg/L    	-0.00753712	mg/L    	0.131442	2018/11/21 星期三	16:30:05	      3	-0.0306888	0.0212402	-0.0131628
blk                 	样品	As 234.984(ref)     	uv      	-0.0245037	mg/L    	-0.0245037	mg/L    	-4.84131	2018/11/21 星期三	16:30:05	      3	-0.0402846	-0.0137411	-0.0194855
blk                 	样品	Cd 228.802          	uv      	-0.000408132	mg/L    	-0.000408132	mg/L    	 1.24121	2018/11/21 星期三	16:30:05	      3	-0.000682283	-0.000294888	-0.000247224
blk                 	样品	Cd 214.439(ref)     	uv      	  1.095E-5	mg/L    	  1.095E-5	mg/L    	-1.37648	2018/11/21 星期三	16:30:05	      3	0.000615006	-0.000497246	-8.49106E-5
blk                 	样品	Cd 226.502(ref)     	uv      	-0.000225821	mg/L    	-0.000225821	mg/L    	-0.139404	2018/11/21 星期三	16:30:05	      3	-0.000148688	-0.00022794	-0.000300834
blk                 	样品	Cd 326.105(ref)     	unca    	    未校正	mg/L    	    未校正	mg/L    	 39.3864	2018/11/21 星期三	16:30:05	      3	-0.0309421	-0.0842946	-0.079429
blk                 	样品	Cd 508.582(ref)     	        	 0.0191768	mg/L    	 0.0191768	mg/L    	 2.92643	2018/11/21 星期三	16:30:05	      3	0.0104409	0.0225593	0.0245303
blk                 	样品	Cr 267.716          	uv      	-0.0160787	mg/L    	-0.0160787	mg/L    	 20.4049	2018/11/21 星期三	16:30:05	      3	-0.0161725	-0.016067	-0.0159965
blk                 	样品	Cr 205.560(ref)     	uv      	-0.0150521	mg/L    	-0.0150521	mg/L    	 2.80042	2018/11/21 星期三	16:30:05	      3	-0.0145403	-0.0151423	-0.0154737
blk                 	样品	Cr 206.158(ref)     	uv      	-0.0144588	mg/L    	-0.0144588	mg/L    	0.0413869	2018/11/21 星期三	16:30:05	      3	-0.0182439	-0.0108069	-0.0143257
blk                 	样品	Hg 184.887          	uv      	-0.00107985	mg/L    	-0.00107985	mg/L    	 2.15958	2018/11/21 星期三	16:30:05	      3	-0.00254026	-0.00229849	0.00159919
blk                 	样品	Hg 194.164(ref)     	uv      	-0.00351718	mg/L    	-0.00351718	mg/L    	-1.49549	2018/11/21 星期三	16:30:05	      3	-0.000855594	-0.00387236	-0.0058236
blk                 	样品	Hg 253.652(ref)     	        	0.00547547	mg/L    	0.00547547	mg/L    	 5.53406	2018/11/21 星期三	16:30:05	      3	0.0022255	0.00502719	0.00917373
blk                 	样品	Ni 231.604          	uv      	-0.0034979	mg/L    	-0.0034979	mg/L    	-2.86338	2018/11/21 星期三	16:30:05	      3	-0.00420602	-0.00254783	-0.00373986
blk                 	样品	Ni 216.555(ref)     	uv      	-0.00270727	mg/L    	-0.00270727	mg/L    	 0.12736	2018/11/21 星期三	16:30:05	      3	-0.00412237	-0.000959332	-0.0030401
blk                 	样品	Ni 221.648(ref)     	uv      	0.00243689	mg/L    	0.00243689	mg/L    	 -1.4497	2018/11/21 星期三	16:30:05	      3	2.90051E-5	-6.65928E-5	0.00734827
blk                 	样品	Pb 220.353          	uv      	   10.7473	mg/L    	   10.7473	mg/L    	 17242.8	2018/11/21 星期三	16:30:05	      3	 13.835	19.9602	-1.55333
blk                 	样品	Pb 217.000(ref)     	uv      	-0.0121668	mg/L    	-0.0121668	mg/L    	-4.76947	2018/11/21 星期三	16:30:05	      3	-0.0156511	-0.0268944	0.00604507
blk                 	样品	Pb 261.417(ref)     	        	    63.117	mg/L    	    63.117	mg/L    	 44159.5	2018/11/21 星期三	16:30:05	      3	36.8202	123.082	29.4491
blk                 	样品	Pb 283.305(ref)     	        	   34.4337	mg/L    	   34.4337	mg/L    	 48868.3	2018/11/21 星期三	16:30:05	      3	9.00418	42.0533	52.2436
blk                 	样品	Pb 405.781(ref)     	        	 0.0157177	mg/L    	 0.0157177	mg/L    	-58.4349	2018/11/21 星期三	16:30:05	      3	0.0142517	0.00987815	0.0230233
blk                 	样品	Sb 206.834          	        	 0.0128813	mg/L    	 0.0128813	mg/L    	  3.4813	2018/11/21 星期三	16:30:05	      3	0.0178833	0.0166729	0.00408764
blk                 	样品	Sb 217.582(ref)     	uv      	-0.0175088	mg/L    	-0.0175088	mg/L    	-0.811783	2018/11/21 星期三	16:30:05	      3	-0.00326439	-0.0363262	-0.0129359
blk                 	样品	Sb 231.146(ref)     	        	0.00858897	mg/L    	0.00858897	mg/L    	 16.9539	2018/11/21 星期三	16:30:05	      3	0.0049497	0.0151796	0.00563758
blk                 	样品	Sn 189.925          	uv      	-0.0135923	mg/L    	-0.0135923	mg/L    	-0.751481	2018/11/21 星期三	16:30:05	      3	-0.0136839	-0.0126142	-0.0144788
blk                 	样品	Sn 235.485(ref)     	uv      	-0.0802872	mg/L    	-0.0802872	mg/L    	0.0564372	2018/11/21 星期三	16:30:05	      3	-0.0738627	-0.0667612	-0.100238
blk                 	样品	Sn 283.998(ref)     	uv      	-0.00884604	mg/L    	-0.00884604	mg/L    	-14.2557	2018/11/21 星期三	16:30:05	      3	-0.00726949	-0.00925069	-0.0100179
blk                 	样品	Y 324.228(ref)      	        	         0	g/mL    	         0	g/mL    	 39.2445	2018/11/21 星期三	16:30:05	      3	0.000432442	0.00156698	0.000447359
blk                 	样品	Y 360.074(ref)      	        	         0	g/mL    	         0	g/mL    	 71.2184	2018/11/21 星期三	16:30:05	      3	0.000445212	0.000309984	0.000318649
blk                 	样品	Y 371.029(ref)      	        	         0	g/mL    	         0	g/mL    	 8.36833	2018/11/21 星期三	16:30:05	      3	0.000225801	-8.63864E-5	6.59662E-5
M bLk               	样品	Zr 343.823          	uv      	-0.0014678	mg/L    	-0.0014678	mg/L    	 251.366	2018/11/21 星期三	13:26:26	      3	-0.00176608	-0.00120128	-0.00143603
M bLk               	样品	Zr 339.198(ref)     	uv      	-0.00199687	mg/L    	-0.00199687	mg/L    	  58.166	2018/11/21 星期三	13:26:26	      3	-0.00161153	-0.00216386	-0.00221521
M bLk               	样品	Zr 267.865(ref)     	uv      	-0.00111965	mg/L    	-0.00111965	mg/L    	 72.2762	2018/11/21 星期三	13:26:26	      3	-0.00210079	-0.00117843	-7.97404E-5
M bLk               	样品	Sr 421.552(ref)     	        	0.00854403	mg/L    	0.00854403	mg/L    	 14951.7	2018/11/21 星期三	13:26:26	      3	0.00846161	0.00852174	0.00864875
M bLk               	样品	Sr 460.733          	        	0.00606556	mg/L    	0.00606556	mg/L    	  645.54	2018/11/21 星期三	13:26:26	      3	0.00550532	0.00564705	0.0070443
M bLk               	样品	Sr 338.071(ref)     	        	0.00406711	mg/L    	0.00406711	mg/L    	 31.7163	2018/11/21 星期三	13:26:26	      3	0.00813107	0.00326304	0.000807226
M bLk               	样品	Na 589.592          	unca    	    未校正	mg/L    	    未校正	mg/L    	  451921	2018/11/21 星期三	13:26:26	      3	0.954462	0.987092	0.979955
M bLk               	样品	Na 568.821(ref)     	unca    	    未校正	mg/L    	    未校正	mg/L    	 659.095	2018/11/21 星期三	13:26:26	      3	0.966685	0.829949	1.01742
M bLk               	样品	Na 330.237(ref)     	unca    	    未校正	mg/L    	    未校正	mg/L    	 96.3395	2018/11/21 星期三	13:26:26	      3	1.43094	2.19503	1.82873
M bLk               	样品	Mo 202.032          	uv      	  -0.00427	mg/L    	  -0.00427	mg/L    	 16.1942	2018/11/21 星期三	13:26:26	      3	-0.004036	-0.00413049	-0.00464351
M bLk               	样品	Mo 204.598(ref)     	uv      	-0.00570163	mg/L    	-0.00570163	mg/L    	 7.23299	2018/11/21 星期三	13:26:26	      3	-0.00169756	-0.00814617	-0.00726115
M bLk               	样品	Mo 281.615(ref)     	uv      	-0.00423891	mg/L    	-0.00423891	mg/L    	 78.6925	2018/11/21 星期三	13:26:26	      3	-0.00735967	-0.0050088	-0.000348258
M bLk               	样品	B 249.772           	        	0.000442315	mg/L    	0.000442315	mg/L    	 517.019	2018/11/21 星期三	13:26:26	      3	0.000573862	0.000167139	0.000585942
M bLk               	样品	B 249.678(ref)      	uv      	-0.000639386	mg/L    	-0.000639386	mg/L    	 271.005	2018/11/21 星期三	13:26:26	      3	-3.88194E-5	-0.000390414	-0.00148892
M bLk               	样品	B 182.577(ref)      	uv      	-0.00161736	mg/L    	-0.00161736	mg/L    	 10.0665	2018/11/21 星期三	13:26:26	      3	0.00202631	-0.00124612	-0.00563227
M bLk               	样品	Al 396.152(ref)     	        	 0.0462029	mg/L    	 0.0462029	mg/L    	 3008.32	2018/11/21 星期三	13:26:26	      3	0.0481485	0.0450122	0.045448
M bLk               	样品	Al 236.705          	        	 0.0478766	mg/L    	 0.0478766	mg/L    	 78.7434	2018/11/21 星期三	13:26:26	      3	0.038318	0.0451483	0.0601635
M bLk               	样品	Al 237.312(ref)     	        	 0.0386724	mg/L    	 0.0386724	mg/L    	 121.691	2018/11/21 星期三	13:26:26	      3	0.0458677	0.0333429	0.0368066
M bLk               	样品	Cu 327.395          	        	 0.0844869	mg/L    	 0.0844869	mg/L    	 2716.73	2018/11/21 星期三	13:26:26	      3	0.0847999	0.0844868	0.0841741
